ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Cannabis
1216,35-44,F,Professional certificate/ diploma,UK,White,0.73545,0.47617,-1.42424,-0.91699,0.12331,1.29221,0.7654,True
1217,25-34,M,Professional certificate/ diploma,USA,White,1.23461,-0.57545,0.88309,-0.01729,-0.89891,0.88113,0.7654,False
1218,18-24,M,Professional certificate/ diploma,Canada,White,-0.14882,1.45421,1.43533,0.13136,-1.38502,0.52975,0.7654,False
1219,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,0.63779,-0.31776,-0.91699,-0.00665,0.19268,0.7654,False
1220,25-34,F,Masters degree,USA,White,0.31287,1.2861,-0.17779,-0.76096,-1.0145,0.19268,-0.52593,False
1221,18-24,F,"Some college or university, no certificate or degree",Other,White,-1.32828,0.16767,0.7233,-1.21213,-1.5184,-0.71126,0.7654,False
1222,18-24,F,Professional certificate/ diploma,USA,White,1.02119,0.96248,0.29338,-1.6209,-0.89891,0.88113,0.40148,False
1223,18-24,F,Left school at 18 years,USA,White,1.02119,-0.30033,0.14143,-1.47955,-0.65253,0.88113,1.2247,False
1224,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,0.63779,0.29338,-0.45321,-0.00665,1.29221,1.2247,False
1225,25-34,M,Doctorate degree,USA,White,-0.46725,-2.32338,-2.21069,-0.15487,-0.14277,-0.21712,-1.18084,True
1226,18-24,F,"Some college or university, no certificate or degree",USA,White,0.91093,-0.30033,-0.01928,-0.01729,-0.40581,-0.21712,-0.21575,False
1227,18-24,M,University degree,USA,White,0.62967,1.45421,0.58331,0.13136,0.93949,0.19268,1.92173,False
1228,25-34,F,University degree,USA,White,0.52135,0.63779,1.24033,-0.15487,-1.38502,0.52975,-0.21575,False
1229,35-44,M,Left school at 16 years,USA,White,1.13281,-0.57545,0.14143,0.59042,-1.5184,-1.37983,-0.21575,False
1230,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Black,-1.05308,1.93886,1.24033,0.13136,0.58489,0.52975,0.40148,False
1231,18-24,F,Left school at 18 years,USA,White,0.13606,0.16767,1.06238,-0.45321,-0.14277,0.19268,0.07987,False
1232,18-24,F,University degree,Other,Other,1.02119,-1.23177,1.06238,-2.07848,-0.52745,1.29221,1.2247,False
1233,18-24,F,"Some college or university, no certificate or degree",Other,White,1.60383,-0.43999,0.44585,0.59042,0.41594,0.19268,0.07987,True
1234,18-24,M,University degree,UK,White,0.73545,-0.43999,0.58331,0.59042,-0.14277,0.19268,0.40148,False
1235,18-24,M,"Some college or university, no certificate or degree",USA,White,0.04257,-1.09207,-0.01928,0.28783,0.58489,-1.37983,-1.54858,False
1236,55-64,M,Masters degree,USA,White,0.13606,0.63779,0.58331,-0.30172,0.58489,-0.21712,-0.84637,True
1237,45-54,F,Masters degree,UK,White,-1.69163,0.80523,1.24033,0.59042,-0.00665,-0.21712,-1.54858,True
1238,18-24,M,University degree,USA,White,0.04257,0.80523,0.88309,-0.45321,1.30612,0.19268,-0.52593,False
1239,25-34,M,Left school at 18 years,USA,White,0.31287,0.32197,0.88309,1.11406,-0.78155,0.52975,0.07987,False
1240,18-24,F,University degree,UK,White,-0.05188,0.16767,0.44585,-1.34289,0.41594,0.52975,0.7654,True
1241,45-54,F,"Some college or university, no certificate or degree",UK,White,0.41667,0.00332,0.29338,0.59042,-0.00665,0.52975,-0.52593,True
1242,35-44,F,University degree,UK,White,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,-0.21712,-0.52593,True
1243,25-34,F,University degree,UK,White,-1.32828,0.80523,-1.27553,-1.07533,-0.14277,-0.21712,0.40148,True
1244,45-54,F,University degree,UK,White,-0.92104,-1.92173,-1.42424,1.45039,0.93949,-1.37983,-0.52593,True
1245,25-34,F,University degree,UK,White,0.52135,0.00332,-0.97631,0.13136,-1.38502,-0.71126,-0.52593,True
1246,45-54,F,University degree,UK,White,-1.32828,1.74091,-0.01928,0.13136,2.04506,-1.37983,-0.84637,True
1247,45-54,F,Professional certificate/ diploma,UK,White,-1.32828,-0.30033,-2.21069,1.61108,-1.25773,-1.37983,-1.54858,True
1248,55-64,M,University degree,UK,White,0.13606,-0.57545,-0.84732,-0.45321,-1.25773,0.52975,0.07987,True
1249,45-54,F,Professional certificate/ diploma,UK,White,-0.58016,-0.30033,-0.31776,1.2861,0.58489,-1.37983,-0.21575,True
1250,45-54,F,Masters degree,UK,White,-0.46725,-0.15487,1.43533,-0.01729,0.93949,1.86203,0.7654,True
1251,35-44,F,Masters degree,UK,White,-0.92104,-0.15487,0.44585,-0.45321,1.13407,-0.71126,-0.52593,True
1252,45-54,F,Doctorate degree,UK,Mixed-White/Asian,0.73545,-0.15487,1.24033,-0.45321,0.7583,0.52975,0.7654,True
1253,35-44,F,Left school at 17 years,UK,White,0.31287,-1.6334,-1.97495,-1.07533,-1.38502,-1.37983,-2.07848,True
1254,35-44,F,University degree,UK,White,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,-1.37983,-1.18084,True
1255,25-34,F,University degree,UK,Other,0.04257,-0.80615,-0.31776,-0.45321,-0.65253,-0.21712,-0.21575,True
1256,45-54,F,University degree,UK,White,1.37297,-0.69509,0.29338,1.45039,0.12331,-1.37983,-0.52593,True
1257,35-44,F,University degree,UK,White,-1.05308,-0.57545,-0.01928,-1.34289,0.58489,0.88113,0.40148,True
1258,25-34,F,Masters degree,UK,White,1.49158,-1.23177,-0.71727,-0.91699,-0.00665,-0.71126,-0.52593,True
1259,25-34,F,Doctorate degree,UK,White,-0.92104,0.80523,-0.58331,-0.60633,-0.00665,-1.37983,-0.84637,True
1260,45-54,F,Masters degree,UK,White,-0.34799,-0.80615,-0.45174,-1.21213,-0.14277,1.86203,0.40148,True
1261,45-54,F,University degree,UK,White,-0.67825,0.32197,-0.31776,0.28783,-0.78155,0.19268,0.40148,False
1262,25-34,F,"Some college or university, no certificate or degree",UK,White,1.49158,-0.57545,1.06238,1.11406,-0.78155,1.86203,0.07987,True
1263,25-34,F,Professional certificate/ diploma,UK,White,0.31287,0.96248,-0.97631,0.13136,0.58489,0.52975,0.7654,False
1264,45-54,F,University degree,UK,White,0.04257,-0.15487,-0.71727,0.28783,0.58489,-0.71126,-0.21575,True
1265,25-34,F,Professional certificate/ diploma,UK,White,-0.34799,-0.80615,-1.11902,0.59042,-0.00665,0.52975,0.40148,True
1266,35-44,F,Left school at 16 years,UK,White,-0.79151,0.00332,-1.11902,-0.30172,0.25953,0.19268,-0.21575,True
1267,25-34,F,Masters degree,UK,White,1.8399,-0.94779,-0.31776,-1.772,-2.04506,1.29221,1.92173,True
1268,35-44,F,Professional certificate/ diploma,UK,White,0.13606,-1.09207,-0.45174,0.59042,0.25953,-1.37983,-2.07848,True
1269,35-44,F,University degree,UK,White,0.41667,0.00332,-1.11902,-1.6209,-0.00665,0.19268,0.40148,True
1270,25-34,F,Masters degree,UK,White,-0.05188,-0.43999,-0.45174,1.81866,0.25953,-1.37983,-0.52593,True
1271,25-34,F,Professional certificate/ diploma,UK,White,-1.32828,-0.15487,-1.11902,0.94156,0.12331,-0.71126,-0.52593,False
1272,55-64,F,University degree,UK,White,-0.14882,-0.15487,0.14143,0.76096,-0.52745,0.88113,-1.18084,True
1273,35-44,F,"Some college or university, no certificate or degree",Other,White,1.72012,-0.94779,-1.82919,0.76096,-1.0145,0.19268,-2.07848,True
1274,35-44,M,Doctorate degree,Other,White,1.72012,-0.15487,0.88309,-1.07533,-0.40581,-0.21712,-0.21575,True
1275,35-44,F,Masters degree,UK,White,-1.05308,0.16767,0.44585,-0.30172,0.58489,-0.21712,-0.21575,True
1276,45-54,F,Professional certificate/ diploma,UK,White,-1.69163,-0.69509,-1.68062,0.13136,1.81175,-0.71126,0.07987,True
1277,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.46725,1.11406,0.58331,-0.60633,-1.13788,0.52975,1.2247,False
1278,25-34,F,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,-0.05188,1.45421,2.15324,-0.91699,-0.52745,1.29221,1.2247,False
1279,35-44,F,Professional certificate/ diploma,USA,White,-1.1943,-0.30033,0.7233,0.94156,1.13407,-1.37983,0.07987,False
1280,18-24,F,University degree,UK,Asian,0.62967,0.16767,-1.11902,0.28783,-0.52745,0.52975,-0.52593,True
1281,18-24,M,University degree,UK,Asian,0.82562,0.63779,-0.84732,-2.21844,0.93949,1.86203,1.92173,True
1282,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.32828,1.74091,0.29338,1.11406,0.41594,-0.21712,-0.21575,False
1283,18-24,F,"Some college or university, no certificate or degree",UK,Other,-1.43907,0.00332,0.14143,0.13136,-0.27607,-0.71126,0.07987,False
1284,18-24,F,"Some college or university, no certificate or degree",USA,White,0.82562,-2.03972,0.44585,-1.21213,-1.92173,1.86203,1.2247,False
1285,18-24,M,"Some college or university, no certificate or degree",USA,White,1.98437,-0.94779,-0.01928,-1.21213,-1.25773,-0.71126,-1.18084,False
1286,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Black,-1.86962,1.93886,2.90161,0.76096,0.25953,1.29221,1.2247,False
1287,18-24,M,"Some college or university, no certificate or degree",USA,White,0.73545,0.47617,-0.71727,-1.47955,-0.52745,1.86203,0.7654,False
1288,35-44,F,University degree,USA,White,-0.58016,0.47617,2.15324,-0.45321,-0.14277,0.88113,1.2247,True
1289,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.05188,0.96248,-0.01928,-1.07533,-0.40581,-0.21712,0.40148,False
1290,18-24,M,Masters degree,UK,White,-0.46725,0.32197,0.88309,-0.15487,0.7583,-0.21712,0.07987,False
1291,18-24,M,"Some college or university, no certificate or degree",Other,Other,1.13281,-1.6334,-0.01928,-1.07533,-1.0145,0.19268,0.7654,False
1292,25-34,M,Professional certificate/ diploma,UK,White,-0.24649,0.80523,0.29338,-0.30172,0.12331,1.86203,1.2247,False
1293,25-34,M,"Some college or university, no certificate or degree",USA,White,1.8399,-1.09207,0.44585,-1.6209,-1.25773,1.29221,1.2247,False
1294,25-34,F,Masters degree,USA,White,0.73545,2.127,1.24033,-0.76096,1.46191,0.88113,1.92173,False
1295,18-24,F,"Some college or university, no certificate or degree",USA,White,1.8399,-2.21069,0.7233,-0.76096,-1.0145,-0.21712,-0.52593,False
1296,18-24,M,"Some college or university, no certificate or degree",USA,White,0.04257,-0.57545,1.24033,0.76096,-1.13788,-0.71126,0.7654,False
1297,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.34799,0.47617,-0.17779,-0.91699,1.30612,-0.21712,0.07987,False
1298,18-24,M,"Some college or university, no certificate or degree",USA,Other,-0.34799,0.00332,0.58331,-0.15487,-0.52745,0.19268,1.2247,False
1299,35-44,F,University degree,USA,White,-2.05048,0.47617,0.58331,-1.34289,-0.52745,0.52975,0.07987,False
1300,25-34,M,"Some college or university, no certificate or degree",USA,White,0.91093,-0.15487,1.65653,0.13136,0.25953,0.52975,1.2247,False
1301,35-44,F,"Some college or university, no certificate or degree",USA,White,-0.58016,-0.94779,1.43533,0.28783,-0.65253,-0.21712,0.07987,False
1302,18-24,F,"Some college or university, no certificate or degree",USA,White,0.22393,1.2861,0.14143,0.94156,1.13407,0.19268,-0.84637,False
1303,18-24,M,University degree,USA,White,-0.67825,1.45421,1.43533,1.45039,1.13407,-1.37983,0.07987,False
1304,35-44,M,University degree,Australia,White,-0.05188,-0.57545,-0.97631,-0.60633,0.41594,-1.37983,-2.07848,True
1305,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.46725,0.80523,1.65653,0.94156,-1.38502,1.29221,0.40148,False
1306,18-24,M,"Some college or university, no certificate or degree",Australia,White,2.61139,-2.32338,1.06238,-0.01729,-2.42317,0.19268,-0.84637,False
1307,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.34799,0.63779,1.88511,-0.60633,0.25953,0.19268,0.7654,False
1308,25-34,M,Masters degree,UK,White,-0.92104,-1.23177,-0.17779,-0.76096,0.12331,-0.21712,-0.21575,True
1309,25-34,F,University degree,Other,Other,-0.34799,0.47617,0.14143,0.43852,-0.00665,0.52975,0.40148,False
1310,25-34,F,Masters degree,Republic of Ireland,White,-1.43907,2.8595,0.7233,2.23427,0.25953,0.52975,1.92173,True
1311,18-24,M,Left school at 16 years,Other,White,0.52135,-0.80615,-0.97631,-0.76096,-0.27607,0.52975,0.40148,False
1312,18-24,F,"Some college or university, no certificate or degree",UK,White,-0.24649,0.32197,0.29338,0.43852,0.7583,-0.21712,0.07987,False
1313,35-44,F,Masters degree,USA,White,-1.05308,1.93886,0.88309,-0.45321,1.81175,-0.71126,0.07987,False
1314,18-24,F,"Some college or university, no certificate or degree",USA,White,-1.32828,2.32338,-2.39883,-1.47955,-1.38502,1.86203,1.2247,False
1315,35-44,M,University degree,USA,White,-0.92104,0.96248,0.58331,0.94156,1.13407,0.52975,1.2247,False
1316,18-24,M,University degree,Other,White,-1.86962,1.11406,0.7233,-0.30172,1.30612,-0.21712,0.40148,False
1317,25-34,M,Professional certificate/ diploma,USA,White,-0.92104,-0.15487,0.7233,-1.772,-0.40581,-0.21712,-0.21575,False
1318,25-34,F,University degree,UK,White,0.04257,0.80523,-1.68062,-1.34289,0.58489,-0.71126,-0.52593,True
1319,18-24,F,"Some college or university, no certificate or degree",USA,Asian,0.41667,-1.23177,-0.45174,0.94156,-0.14277,0.88113,1.2247,True
1320,35-44,M,University degree,USA,White,-0.67825,-0.30033,-0.31776,-0.15487,1.30612,-0.21712,0.07987,True
1321,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,0.96248,-0.17779,-0.30172,-0.27607,1.29221,0.7654,False
1322,18-24,F,"Some college or university, no certificate or degree",USA,Other,-0.46725,0.80523,2.15324,0.76096,-0.27607,-1.37983,-0.84637,False
1323,18-24,F,University degree,Other,White,0.22393,0.32197,2.44904,0.43852,-1.64101,0.19268,-0.21575,False
1324,35-44,M,"Some college or university, no certificate or degree",USA,White,1.02119,-1.37639,-0.17779,0.28783,1.46191,-0.71126,-0.84637,True
1325,18-24,F,"Some college or university, no certificate or degree",USA,White,0.41667,-0.57545,1.06238,0.43852,-1.0145,0.19268,-0.52593,False
1326,18-24,M,Professional certificate/ diploma,Australia,White,0.62967,-1.92173,0.29338,0.13136,-0.52745,-0.71126,1.2247,False
1327,18-24,M,Professional certificate/ diploma,Canada,White,-0.92104,0.32197,1.43533,-0.30172,-0.40581,1.29221,1.92173,False
1328,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.32828,-0.30033,0.14143,1.2861,1.13407,0.19268,-0.21575,False
1329,18-24,F,University degree,USA,White,-0.67825,0.80523,1.06238,1.81866,0.25953,-0.21712,-0.21575,False
1330,25-34,F,University degree,UK,White,1.8399,-0.80615,1.24033,-1.6209,-1.13788,0.88113,0.40148,True
1331,18-24,M,University degree,USA,Mixed-White/Asian,1.49158,-0.15487,-0.01928,1.81866,-1.13788,0.52975,0.40148,False
1332,35-44,M,University degree,USA,White,1.23461,-1.09207,0.88309,0.13136,-0.65253,-0.71126,0.40148,False
1333,18-24,F,Professional certificate/ diploma,Canada,White,1.8399,-1.37639,-1.82919,-0.91699,2.33337,-1.37983,-1.18084,False
1334,18-24,M,University degree,USA,White,0.41667,-0.30033,0.44585,-0.91699,0.25953,0.52975,0.40148,False
1335,25-34,M,"Some college or university, no certificate or degree",Other,White,-2.52197,0.32197,0.7233,2.46262,-0.00665,1.29221,0.7654,False
1336,45-54,M,University degree,USA,White,1.23461,-1.23177,0.44585,-0.91699,-0.00665,-0.71126,0.07987,False
1337,18-24,F,University degree,UK,White,0.04257,1.58487,-0.71727,0.76096,1.30612,0.19268,-0.52593,True
1338,18-24,F,University degree,UK,Black,0.13606,0.00332,-0.45174,-0.76096,0.7583,0.19268,-0.21575,True
1339,35-44,M,Professional certificate/ diploma,Canada,White,0.13606,0.47617,0.29338,-0.60633,0.7583,0.52975,0.40148,False
1340,18-24,M,Professional certificate/ diploma,USA,White,1.72012,-1.92173,-0.31776,-0.45321,-2.72827,1.29221,1.2247,False
1341,18-24,M,Left school at 18 years,USA,Other,-0.58016,3.27393,2.15324,-0.60633,0.93949,1.86203,1.2247,False
1342,35-44,M,Left school at 18 years,USA,Black,0.73545,-1.37639,-0.97631,-0.30172,-0.52745,-0.71126,0.40148,False
1343,35-44,F,Doctorate degree,Other,White,-0.34799,-0.43999,1.24033,0.13136,-1.5184,0.52975,0.40148,False
1344,18-24,M,Professional certificate/ diploma,UK,White,0.22393,0.63779,-1.82919,-1.07533,-0.89891,0.88113,0.40148,False
1345,18-24,M,Left school at 18 years,Canada,White,1.37297,-1.23177,-1.11902,-2.5383,0.93949,-1.37983,-0.21575,False
1346,18-24,M,Left school at 18 years,Other,White,0.82562,1.11406,1.65653,1.2861,0.25953,0.88113,1.2247,False
1347,45-54,M,"Some college or university, no certificate or degree",USA,White,0.82562,-0.15487,0.44585,-0.15487,0.12331,0.19268,-0.21575,False
1348,18-24,M,University degree,USA,White,0.73545,-1.7625,0.88309,-0.45321,-2.04506,-0.21712,0.40148,False
1349,18-24,F,Left school at 18 years,USA,White,1.13281,-0.94779,-0.31776,0.28783,-0.40581,-0.21712,-0.52593,False
1350,18-24,F,"Some college or university, no certificate or degree",UK,White,-1.05308,2.57309,0.29338,-1.21213,-1.25773,1.86203,0.7654,False
1351,18-24,F,"Some college or university, no certificate or degree",USA,White,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,0.19268,0.40148,False
1352,18-24,F,University degree,UK,White,0.41667,-0.57545,-0.97631,-0.15487,1.46191,-1.37983,-2.07848,True
1353,55-64,M,University degree,USA,White,1.72012,-2.11437,-1.11902,-1.21213,-0.27607,0.88113,-0.84637,True
1354,18-24,F,Left school at 18 years,USA,White,-0.58016,0.63779,1.24033,0.76096,0.12331,0.19268,0.07987,False
1355,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.94779,1.43533,-0.15487,-1.25773,0.88113,0.40148,False
1356,18-24,M,University degree,USA,White,-0.14882,0.32197,0.58331,0.94156,-0.00665,1.29221,0.7654,False
1357,25-34,M,"Some college or university, no certificate or degree",Other,White,-1.69163,0.63779,0.58331,-0.01729,0.58489,0.88113,0.40148,False
1358,18-24,M,Professional certificate/ diploma,Canada,White,0.41667,0.16767,-0.31776,-0.91699,0.41594,0.88113,0.40148,False
1359,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.43907,-0.43999,0.88309,-0.45321,-1.38502,0.88113,0.40148,False
1360,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.46725,-1.6334,0.44585,-1.07533,0.12331,-0.21712,-0.21575,False
1361,18-24,F,"Some college or university, no certificate or degree",Australia,White,0.52135,0.96248,1.65653,-0.01729,1.30612,0.52975,0.07987,False
1362,18-24,F,"Some college or university, no certificate or degree",Other,White,-1.05308,0.80523,1.65653,-1.21213,-2.30408,-0.21712,0.7654,False
1363,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,-1.09207,0.58331,0.76096,-1.13788,0.88113,-0.52593,False
1364,25-34,F,Masters degree,UK,White,0.31287,-0.57545,0.14143,0.59042,2.04506,-0.21712,0.07987,True
1365,18-24,M,"Some college or university, no certificate or degree",UK,White,0.82562,0.63779,-0.84732,-1.07533,-1.38502,1.29221,0.7654,False
1366,35-44,F,University degree,USA,White,-0.05188,-0.94779,0.29338,1.11406,-0.89891,0.88113,-0.21575,False
1367,18-24,F,Left school at 16 years,Canada,White,0.13606,-0.30033,-0.01928,-1.772,-2.18109,1.29221,0.40148,False
1368,18-24,M,Left school at 18 years,USA,White,0.22393,-1.7625,0.44585,0.43852,-1.38502,-1.37983,-0.84637,False
1369,18-24,F,"Some college or university, no certificate or degree",USA,White,1.49158,0.63779,1.06238,-1.47955,-1.13788,0.88113,0.7654,False
1370,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,1.58487,1.06238,0.43852,-0.27607,0.52975,1.2247,False
1371,25-34,F,Professional certificate/ diploma,USA,White,2.46262,0.16767,0.14143,-1.21213,-1.5184,1.86203,1.92173,False
